,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,logprobs_json,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,repeat_style,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
1216,1216,True,True,66999704,66836190,66999704+66836190=,8,0,133835894,"[{""token"": ""133"", ""logprob"": -3.1281633e-07, ""top_5_logprobs"": [{""token"": ""133"", ""logprob"": -3.1281633e-07}, {""token"": ""1"", ""logprob"": -15.427944}, {""token"": ""13"", ""logprob"": -16.69622}, {""token"": "" "", ""logprob"": -17.192228}, {""token"": ""134"", ""logprob"": -19.367214}]}, {""token"": ""835"", ""logprob"": -1.2773107, ""top_5_logprobs"": [{""token"": ""835"", ""logprob"": -1.2773107}, {""token"": ""035"", ""logprob"": -1.2897314}, {""token"": ""235"", ""logprob"": -2.2672305}, {""token"": ""435"", ""logprob"": -2.3369937}, {""token"": ""335"", ""logprob"": -2.9948153}]}, {""token"": ""894"", ""logprob"": -1.9361265e-07, ""top_5_logprobs"": [{""token"": ""894"", ""logprob"": -1.9361265e-07}, {""token"": ""394"", ""logprob"": -16.797194}, {""token"": ""874"", ""logprob"": -17.534819}, {""token"": ""893"", ""logprob"": -18.022367}, {""token"": ""895"", ""logprob"": -18.079071}]}]",195,3,"74714441+32614143=107328584,88870069+74933690=163803759,81698231+76298082=157996313,85809151+20895995=106705146,75355018+49578119=124933137,86463563+13971534=100435097,66450365+56253584=122703949,92201073+91786583=183987656",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1217,1217,True,True,2605077,393699274,2605077+393699274=,8,0,396304351,"[{""token"": ""396"", ""logprob"": -1.27099975e-05, ""top_5_logprobs"": [{""token"": ""396"", ""logprob"": -1.27099975e-05}, {""token"": ""395"", ""logprob"": -11.793521}, {""token"": ""393"", ""logprob"": -12.919181}, {""token"": ""$"", ""logprob"": -14.262428}, {""token"": ""\\"", ""logprob"": -14.613941}]}, {""token"": ""304"", ""logprob"": -4.5133394e-05, ""top_5_logprobs"": [{""token"": ""304"", ""logprob"": -4.5133394e-05}, {""token"": ""303"", ""logprob"": -10.798995}, {""token"": ""305"", ""logprob"": -11.177276}, {""token"": ""302"", ""logprob"": -12.842446}, {""token"": ""204"", ""logprob"": -13.206141}]}, {""token"": ""351"", ""logprob"": -5.5577775e-06, ""top_5_logprobs"": [{""token"": ""351"", ""logprob"": -5.5577775e-06}, {""token"": ""350"", ""logprob"": -13.42008}, {""token"": ""251"", ""logprob"": -13.692041}, {""token"": ""352"", ""logprob"": -14.525154}, {""token"": ""151"", ""logprob"": -14.983215}]}]",195,3,"573510119+1576441=575086560,680695290+9304443=689999733,175111950+3819770=178931720,285936110+2896506=288832616,610698307+5271082=615969389,760267160+1928808=762195968,931525673+8548350=940074023,338100405+5024860=343125265",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1218,1218,True,True,987683811,5006297,987683811+5006297=,8,0,992690108,"[{""token"": ""992"", ""logprob"": -0.00051919353, ""top_5_logprobs"": [{""token"": ""992"", ""logprob"": -0.00051919353}, {""token"": ""993"", ""logprob"": -7.7206864}, {""token"": ""988"", ""logprob"": -9.979635}, {""token"": ""987"", ""logprob"": -11.707031}, {""token"": "" "", ""logprob"": -12.026218}]}, {""token"": ""690"", ""logprob"": -0.059328176, ""top_5_logprobs"": [{""token"": ""690"", ""logprob"": -0.059328176}, {""token"": ""689"", ""logprob"": -2.8555279}, {""token"": ""69"", ""logprob"": -9.732826}, {""token"": ""790"", ""logprob"": -12.73641}, {""token"": ""680"", ""logprob"": -12.888723}]}, {""token"": ""108"", ""logprob"": -2.8160932e-06, ""top_5_logprobs"": [{""token"": ""108"", ""logprob"": -2.8160932e-06}, {""token"": ""107"", ""logprob"": -13.701858}, {""token"": ""109"", ""logprob"": -14.554845}, {""token"": ""1"", ""logprob"": -14.885852}, {""token"": ""008"", ""logprob"": -15.556197}]}]",195,3,"9539752+827570590=837110342,1826507+512711287=514537794,1735990+648035614=649771604,5739937+578858737=584598674,7400358+742130124=749530482,6874069+110334029=117208098,9403354+372224685=381628039,2309272+157571625=159880897",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1219,1219,True,True,82108096,722818106,82108096+722818106=,8,0,804926202,"[{""token"": ""804"", ""logprob"": -0.003419151, ""top_5_logprobs"": [{""token"": ""804"", ""logprob"": -0.003419151}, {""token"": ""805"", ""logprob"": -5.681916}, {""token"": ""806"", ""logprob"": -12.9841}, {""token"": "" "", ""logprob"": -13.881748}, {""token"": ""800"", ""logprob"": -13.892907}]}, {""token"": ""926"", ""logprob"": -0.00029732802, ""top_5_logprobs"": [{""token"": ""926"", ""logprob"": -0.00029732802}, {""token"": ""925"", ""logprob"": -8.391886}, {""token"": ""026"", ""logprob"": -11.016548}, {""token"": ""927"", ""logprob"": -11.480055}, {""token"": ""826"", ""logprob"": -11.54579}]}, {""token"": ""202"", ""logprob"": -6.704273e-07, ""top_5_logprobs"": [{""token"": ""202"", ""logprob"": -6.704273e-07}, {""token"": ""201"", ""logprob"": -15.396119}, {""token"": ""203"", ""logprob"": -16.6839}, {""token"": ""802"", ""logprob"": -17.280844}, {""token"": ""102"", ""logprob"": -17.474407}]}]",195,3,"579329394+16164953=595494347,218324413+20642024=238966437,722001988+82870425=804872413,591671537+96807490=688479027,861043718+23699519=884743237,687625468+38915702=726541170,295775021+35828826=331603847,489129265+78028100=567157365",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1220,1220,True,True,296949322,87817208,296949322+87817208=,8,0,384766530,"[{""token"": ""384"", ""logprob"": -1.147242e-06, ""top_5_logprobs"": [{""token"": ""384"", ""logprob"": -1.147242e-06}, {""token"": "" "", ""logprob"": -13.90412}, {""token"": ""383"", ""logprob"": -16.63904}, {""token"": ""385"", ""logprob"": -16.667545}, {""token"": ""  "", ""logprob"": -17.669153}]}, {""token"": ""766"", ""logprob"": -2.3392786e-06, ""top_5_logprobs"": [{""token"": ""766"", ""logprob"": -2.3392786e-06}, {""token"": ""765"", ""logprob"": -13.916809}, {""token"": ""767"", ""logprob"": -14.2971115}, {""token"": ""566"", ""logprob"": -15.726311}, {""token"": ""266"", ""logprob"": -16.329498}]}, {""token"": ""530"", ""logprob"": -3.1737043e-06, ""top_5_logprobs"": [{""token"": ""530"", ""logprob"": -3.1737043e-06}, {""token"": ""630"", ""logprob"": -14.505033}, {""token"": ""430"", ""logprob"": -14.739533}, {""token"": ""529"", ""logprob"": -14.754121}, {""token"": ""531"", ""logprob"": -15.117215}]}]",195,3,"59151492+105225202=164376694,12472587+664252074=676724661,98422093+668996556=767418649,77400729+226857798=304258527,39936133+628400982=668337115,43628780+765791858=809420638,84306061+103371498=187677559,77551316+164878768=242430084",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1221,1221,True,True,691259682,297035877,691259682+297035877=,8,0,988295559,"[{""token"": ""988"", ""logprob"": -8.418666e-06, ""top_5_logprobs"": [{""token"": ""988"", ""logprob"": -8.418666e-06}, {""token"": ""9"", ""logprob"": -12.356223}, {""token"": ""987"", ""logprob"": -13.638696}, {""token"": "" "", ""logprob"": -13.867379}, {""token"": ""98"", ""logprob"": -14.084437}]}, {""token"": ""295"", ""logprob"": -5.5122365e-07, ""top_5_logprobs"": [{""token"": ""295"", ""logprob"": -5.5122365e-07}, {""token"": ""296"", ""logprob"": -15.168153}, {""token"": ""294"", ""logprob"": -16.739105}, {""token"": ""293"", ""logprob"": -17.112953}, {""token"": ""297"", ""logprob"": -17.749567}]}, {""token"": ""559"", ""logprob"": -4.3202e-07, ""top_5_logprobs"": [{""token"": ""559"", ""logprob"": -4.3202e-07}, {""token"": ""558"", ""logprob"": -16.785494}, {""token"": ""55"", ""logprob"": -16.99561}, {""token"": ""959"", ""logprob"": -17.08929}, {""token"": ""549"", ""logprob"": -17.37569}]}]",195,3,"737151034+194528881=931679915,446206164+438290670=884496834,253438245+404682438=658120683,120668339+851840241=972508580,103423446+887982243=991405689,119165181+854270714=973435895,531667056+204622073=736289129,340676666+139226217=479902883",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1222,1222,True,True,4943072,4840551,4943072+4840551=,8,0,9783623,"[{""token"": ""978"", ""logprob"": -1.5213274e-05, ""top_5_logprobs"": [{""token"": ""978"", ""logprob"": -1.5213274e-05}, {""token"": ""9"", ""logprob"": -11.413183}, {""token"": ""97"", ""logprob"": -14.498022}, {""token"": "" "", ""logprob"": -14.583958}, {""token"": ""974"", ""logprob"": -14.67462}]}, {""token"": ""362"", ""logprob"": -1.2664457e-06, ""top_5_logprobs"": [{""token"": ""362"", ""logprob"": -1.2664457e-06}, {""token"": ""363"", ""logprob"": -14.867362}, {""token"": ""361"", ""logprob"": -15.51508}, {""token"": ""3"", ""logprob"": -16.000187}, {""token"": ""352"", ""logprob"": -16.1074}]}, {""token"": ""3"", ""logprob"": -1.3856493e-06, ""top_5_logprobs"": [{""token"": ""3"", ""logprob"": -1.3856493e-06}, {""token"": ""2"", ""logprob"": -13.797198}, {""token"": ""4"", ""logprob"": -16.091358}, {""token"": ""1"", ""logprob"": -16.616432}, {""token"": ""9"", ""logprob"": -17.055956}]}]",195,3,"2267388+6257454=8524842,2978909+3704013=6682922,1608447+8304413=9912860,1249318+8411458=9660776,1230293+8121023=9351316,1098914+7873379=8972293,5582903+3536206=9119109,1506818+6555692=8062510",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1223,1223,True,True,9640791,5903488,9640791+5903488=,8,0,15594279,"[{""token"": ""155"", ""logprob"": -2.1008714e-06, ""top_5_logprobs"": [{""token"": ""155"", ""logprob"": -2.1008714e-06}, {""token"": ""1"", ""logprob"": -13.260555}, {""token"": ""15"", ""logprob"": -16.08114}, {""token"": ""154"", ""logprob"": -16.725016}, {""token"": "" "", ""logprob"": -17.370735}]}, {""token"": ""942"", ""logprob"": -1.7840742, ""top_5_logprobs"": [{""token"": ""942"", ""logprob"": -1.7840742}, {""token"": ""142"", ""logprob"": -1.8601888}, {""token"": ""042"", ""logprob"": -1.9618906}, {""token"": ""542"", ""logprob"": -2.1533484}, {""token"": ""442"", ""logprob"": -2.4227366}]}, {""token"": ""79"", ""logprob"": -6.749814e-06, ""top_5_logprobs"": [{""token"": ""79"", ""logprob"": -6.749814e-06}, {""token"": ""78"", ""logprob"": -13.2645445}, {""token"": ""80"", ""logprob"": -13.840785}, {""token"": ""279"", ""logprob"": -14.722287}, {""token"": ""69"", ""logprob"": -14.853471}]}]",195,3,"9643217+2792883=12436100,9076687+1791594=10868281,9829596+2872245=12701841,8147982+2611038=10759020,6742573+4946101=11688674,4506424+6340892=10847316,8454981+3725042=12180023,4865346+7005722=11871068",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1224,1224,True,True,4040658,56790192,4040658+56790192=,8,0,60830850,"[{""token"": ""608"", ""logprob"": -5.157039e-05, ""top_5_logprobs"": [{""token"": ""608"", ""logprob"": -5.157039e-05}, {""token"": ""{"", ""logprob"": -10.9285145}, {""token"": ""607"", ""logprob"": -12.050471}, {""token"": ""6"", ""logprob"": -12.102476}, {""token"": ""$"", ""logprob"": -12.412447}]}, {""token"": ""308"", ""logprob"": -1.4021238e-05, ""top_5_logprobs"": [{""token"": ""308"", ""logprob"": -1.4021238e-05}, {""token"": ""309"", ""logprob"": -11.280843}, {""token"": ""307"", ""logprob"": -14.175693}, {""token"": ""508"", ""logprob"": -16.08451}, {""token"": ""3"", ""logprob"": -16.407862}]}, {""token"": ""50"", ""logprob"": -6.704273e-07, ""top_5_logprobs"": [{""token"": ""50"", ""logprob"": -6.704273e-07}, {""token"": ""5"", ""logprob"": -14.61708}, {""token"": ""52"", ""logprob"": -16.632338}, {""token"": ""51"", ""logprob"": -16.76118}, {""token"": ""60"", ""logprob"": -18.305851}]}]",195,3,"75658513+6024917=81683430,94076142+2508043=96584185,41797769+3792345=45590114,54289723+8520030=62809753,80637730+2724923=83362653,26910855+4858180=31769035,11864662+9377877=21242539,14185892+3251573=17437465",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1225,1225,True,True,87276714,4041079,87276714+4041079=,8,0,91317793,"[{""token"": ""913"", ""logprob"": -0.00012403888, ""top_5_logprobs"": [{""token"": ""913"", ""logprob"": -0.00012403888}, {""token"": ""912"", ""logprob"": -9.056921}, {""token"": ""9"", ""logprob"": -12.209208}, {""token"": "" "", ""logprob"": -13.208708}, {""token"": ""91"", ""logprob"": -15.073282}]}, {""token"": ""177"", ""logprob"": -0.014030228, ""top_5_logprobs"": [{""token"": ""177"", ""logprob"": -0.014030228}, {""token"": ""178"", ""logprob"": -4.273739}, {""token"": ""176"", ""logprob"": -13.874811}, {""token"": ""17"", ""logprob"": -14.86027}, {""token"": ""777"", ""logprob"": -15.711903}]}, {""token"": ""93"", ""logprob"": -4.3202e-07, ""top_5_logprobs"": [{""token"": ""93"", ""logprob"": -4.3202e-07}, {""token"": ""92"", ""logprob"": -16.40074}, {""token"": ""94"", ""logprob"": -16.508198}, {""token"": ""9"", ""logprob"": -17.062971}, {""token"": ""95"", ""logprob"": -17.498968}]}]",195,3,"3739120+18139729=21878849,9738183+36460655=46198838,2704113+85598628=88302741,8103326+61153627=69256953,8222939+29311150=37534089,2744832+20283976=23028808,7017285+26557429=33574714,4824552+26117215=30941767",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1226,1226,True,True,1221593,99805839,1221593+99805839=,8,0,101227432,"[{""token"": ""101"", ""logprob"": -0.00904988, ""top_5_logprobs"": [{""token"": ""101"", ""logprob"": -0.00904988}, {""token"": ""100"", ""logprob"": -4.718305}, {""token"": ""999"", ""logprob"": -10.043551}, {""token"": ""$"", ""logprob"": -11.347577}, {""token"": ""998"", ""logprob"": -11.993476}]}, {""token"": ""227"", ""logprob"": -1.7036688, ""top_5_logprobs"": [{""token"": ""227"", ""logprob"": -1.7036688}, {""token"": ""327"", ""logprob"": -1.7113173}, {""token"": ""727"", ""logprob"": -2.1852133}, {""token"": ""427"", ""logprob"": -2.2549021}, {""token"": ""527"", ""logprob"": -2.4398558}]}, {""token"": ""432"", ""logprob"": -3.5313153e-06, ""top_5_logprobs"": [{""token"": ""432"", ""logprob"": -3.5313153e-06}, {""token"": ""433"", ""logprob"": -14.249741}, {""token"": ""431"", ""logprob"": -14.541889}, {""token"": ""032"", ""logprob"": -14.652191}, {""token"": ""232"", ""logprob"": -14.700832}]}]",195,3,"97180760+8734160=105914920,96944071+9035733=105979804,94781623+5530110=100311733,98693397+5746147=104439544,98928240+5503263=104431503,98220816+4702972=102923788,93065398+8441855=101507253,92531027+8747159=101278186",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1227,1227,True,True,98391099,4657063,98391099+4657063=,8,0,103748162,"[{""token"": ""103"", ""logprob"": -2.0935051e-05, ""top_5_logprobs"": [{""token"": ""103"", ""logprob"": -2.0935051e-05}, {""token"": ""$"", ""logprob"": -11.147202}, {""token"": ""1"", ""logprob"": -12.569479}, {""token"": ""["", ""logprob"": -14.316811}, {""token"": ""+"", ""logprob"": -14.633322}]}, {""token"": ""748"", ""logprob"": -1.6264594, ""top_5_logprobs"": [{""token"": ""748"", ""logprob"": -1.6264594}, {""token"": ""048"", ""logprob"": -1.7094519}, {""token"": ""448"", ""logprob"": -1.830744}, {""token"": ""548"", ""logprob"": -2.3214056}, {""token"": ""248"", ""logprob"": -2.4673254}]}, {""token"": ""162"", ""logprob"": -2.808727e-05, ""top_5_logprobs"": [{""token"": ""162"", ""logprob"": -2.808727e-05}, {""token"": ""161"", ""logprob"": -11.53505}, {""token"": ""062"", ""logprob"": -12.529307}, {""token"": ""262"", ""logprob"": -13.119483}, {""token"": ""163"", ""logprob"": -13.180642}]}]",195,3,"2140261+99562413=101702674,8621221+92059980=100681201,8151266+92989750=101141016,6330687+98574676=104905363,4026270+99944025=103970295,9649340+90540238=100189578,2767343+98967605=101734948,8591976+99974239=108566215",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1228,1228,True,True,34159925,59344554,34159925+59344554=,8,0,93504479,"[{""token"": ""935"", ""logprob"": -0.002977345, ""top_5_logprobs"": [{""token"": ""935"", ""logprob"": -0.002977345}, {""token"": ""934"", ""logprob"": -5.8190994}, {""token"": ""93"", ""logprob"": -13.645704}, {""token"": ""933"", ""logprob"": -14.31583}, {""token"": ""936"", ""logprob"": -15.524816}]}, {""token"": ""044"", ""logprob"": -1.9361265e-07, ""top_5_logprobs"": [{""token"": ""044"", ""logprob"": -1.9361265e-07}, {""token"": ""045"", ""logprob"": -15.971973}, {""token"": ""043"", ""logprob"": -17.58325}, {""token"": ""44"", ""logprob"": -18.706427}, {""token"": ""144"", ""logprob"": -18.851301}]}, {""token"": ""79"", ""logprob"": -2.9352968e-06, ""top_5_logprobs"": [{""token"": ""79"", ""logprob"": -2.9352968e-06}, {""token"": ""78"", ""logprob"": -13.695426}, {""token"": ""89"", ""logprob"": -14.440335}, {""token"": ""77"", ""logprob"": -15.607095}, {""token"": ""69"", ""logprob"": -15.6814375}]}]",195,3,"38572504+52823974=91396478,18431616+77696106=96127722,61382451+31489464=92871915,20634624+65142572=85777196,17426904+65017307=82444211,18341628+74576018=92917646,65389142+13708226=79097368,43259952+26556232=69816184",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1229,1229,True,True,45999369,61230133,45999369+61230133=,8,0,107129502,"[{""token"": ""107"", ""logprob"": -1.2664457e-06, ""top_5_logprobs"": [{""token"": ""107"", ""logprob"": -1.2664457e-06}, {""token"": ""1"", ""logprob"": -13.874152}, {""token"": "" "", ""logprob"": -16.106745}, {""token"": ""10"", ""logprob"": -16.52441}, {""token"": ""   "", ""logprob"": -17.828274}]}, {""token"": ""129"", ""logprob"": -1.7855316, ""top_5_logprobs"": [{""token"": ""129"", ""logprob"": -1.7855316}, {""token"": ""529"", ""logprob"": -1.8506981}, {""token"": ""729"", ""logprob"": -2.1294932}, {""token"": ""329"", ""logprob"": -2.361236}, {""token"": ""429"", ""logprob"": -2.3621173}]}, {""token"": ""502"", ""logprob"": -1.9361265e-07, ""top_5_logprobs"": [{""token"": ""502"", ""logprob"": -1.9361265e-07}, {""token"": ""501"", ""logprob"": -16.395094}, {""token"": ""902"", ""logprob"": -19.879332}, {""token"": ""002"", ""logprob"": -19.903212}, {""token"": ""302"", ""logprob"": -20.22167}]}]",195,3,"45201243+64441145=109642388,87141218+17212774=104353992,91528395+10459059=101987454,78581015+42247892=120828907,27773492+91743874=119517366,86431028+37285142=123716170,88662153+30493027=119155180,96660408+56889391=153549799",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1230,1230,True,True,7516688,822412937,7516688+822412937=,8,0,830929625,"[{""token"": ""830"", ""logprob"": -0.015924795, ""top_5_logprobs"": [{""token"": ""830"", ""logprob"": -0.015924795}, {""token"": ""829"", ""logprob"": -4.1484113}, {""token"": ""822"", ""logprob"": -13.450013}, {""token"": ""831"", ""logprob"": -13.853381}, {""token"": ""$"", ""logprob"": -14.139922}]}, {""token"": ""929"", ""logprob"": -0.00086572603, ""top_5_logprobs"": [{""token"": ""929"", ""logprob"": -0.00086572603}, {""token"": ""930"", ""logprob"": -7.066387}, {""token"": ""928"", ""logprob"": -11.990419}, {""token"": ""939"", ""logprob"": -12.996054}, {""token"": ""931"", ""logprob"": -13.625141}]}, {""token"": ""625"", ""logprob"": -1.9816675e-06, ""top_5_logprobs"": [{""token"": ""625"", ""logprob"": -1.9816675e-06}, {""token"": ""825"", ""logprob"": -14.287989}, {""token"": ""225"", ""logprob"": -14.991922}, {""token"": ""025"", ""logprob"": -15.446819}, {""token"": ""425"", ""logprob"": -15.606249}]}]",195,3,"856275853+5822159=862098012,242600375+9601181=252201556,264015061+8886631=272901692,540312711+7656374=547969085,925438475+4323093=929761568,690410213+9065145=699475358,555908614+9227073=565135687,309566447+4241759=313808206",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1231,1231,True,True,542951125,8469950,542951125+8469950=,8,0,551420075,"[{""token"": ""551"", ""logprob"": -1.2352386e-05, ""top_5_logprobs"": [{""token"": ""551"", ""logprob"": -1.2352386e-05}, {""token"": ""550"", ""logprob"": -12.451467}, {""token"": "" "", ""logprob"": -12.675183}, {""token"": ""   "", ""logprob"": -13.605538}, {""token"": ""\\"", ""logprob"": -13.829537}]}, {""token"": ""420"", ""logprob"": -0.6337261, ""top_5_logprobs"": [{""token"": ""420"", ""logprob"": -0.6337261}, {""token"": ""421"", ""logprob"": -0.75667}, {""token"": ""431"", ""logprob"": -10.479879}, {""token"": ""430"", ""logprob"": -10.62575}, {""token"": ""419"", ""logprob"": -10.709793}]}, {""token"": ""075"", ""logprob"": -1.8624639e-06, ""top_5_logprobs"": [{""token"": ""075"", ""logprob"": -1.8624639e-06}, {""token"": ""75"", ""logprob"": -14.105518}, {""token"": ""076"", ""logprob"": -15.708395}, {""token"": ""675"", ""logprob"": -15.931772}, {""token"": ""074"", ""logprob"": -15.999737}]}]",195,3,"7177717+611922000=619099717,2905161+793155927=796061088,3609245+490099805=493709050,5559678+975604897=981164575,9021741+763349112=772370853,7439892+955379817=962819709,4325784+375319396=379645180,1866757+703764920=705631677",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1232,1232,True,True,14714537,282081592,14714537+282081592=,8,0,296796129,"[{""token"": ""296"", ""logprob"": -5.6769813e-06, ""top_5_logprobs"": [{""token"": ""296"", ""logprob"": -5.6769813e-06}, {""token"": ""297"", ""logprob"": -12.330385}, {""token"": "" "", ""logprob"": -14.188461}, {""token"": ""293"", ""logprob"": -15.594308}, {""token"": ""295"", ""logprob"": -16.815939}]}, {""token"": ""796"", ""logprob"": -0.00018518302, ""top_5_logprobs"": [{""token"": ""796"", ""logprob"": -0.00018518302}, {""token"": ""795"", ""logprob"": -8.673527}, {""token"": ""797"", ""logprob"": -11.87509}, {""token"": ""696"", ""logprob"": -13.544113}, {""token"": ""896"", ""logprob"": -13.61788}]}, {""token"": ""129"", ""logprob"": -6.869018e-06, ""top_5_logprobs"": [{""token"": ""129"", ""logprob"": -6.869018e-06}, {""token"": ""128"", ""logprob"": -13.005033}, {""token"": ""229"", ""logprob"": -14.383832}, {""token"": ""729"", ""logprob"": -14.500987}, {""token"": ""029"", ""logprob"": -14.549609}]}]",195,3,"756704967+71800045=828505012,759770521+78615770=838386291,306432707+86787902=393220609,322233904+15034142=337268046,238617414+19559446=258176860,395568048+47348431=442916479,426795857+80091805=506887662,144120219+57745382=201865601",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1233,1233,True,True,199162090,67124118,199162090+67124118=,8,0,266286208,"[{""token"": ""266"", ""logprob"": -4.3202e-07, ""top_5_logprobs"": [{""token"": ""266"", ""logprob"": -4.3202e-07}, {""token"": "" "", ""logprob"": -15.738415}, {""token"": ""265"", ""logprob"": -16.072708}, {""token"": ""267"", ""logprob"": -17.051136}, {""token"": ""166"", ""logprob"": -17.418941}]}, {""token"": ""286"", ""logprob"": -2.220075e-06, ""top_5_logprobs"": [{""token"": ""286"", ""logprob"": -2.220075e-06}, {""token"": ""285"", ""logprob"": -14.431011}, {""token"": ""386"", ""logprob"": -15.019207}, {""token"": ""287"", ""logprob"": -15.327988}, {""token"": ""686"", ""logprob"": -15.65613}]}, {""token"": ""208"", ""logprob"": -3.650519e-06, ""top_5_logprobs"": [{""token"": ""208"", ""logprob"": -3.650519e-06}, {""token"": ""08"", ""logprob"": -14.482382}, {""token"": ""20"", ""logprob"": -14.961485}, {""token"": ""209"", ""logprob"": -14.974779}, {""token"": ""2"", ""logprob"": -15.098288}]}]",195,3,"40530471+253660063=294190534,99348970+726127421=825476391,17202615+281592252=298794867,55993555+594083237=650076792,58802163+708889450=767691613,24751273+878659142=903410415,21302180+896451281=917753461,74921156+214710551=289631707",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1234,1234,True,True,322254406,627125960,322254406+627125960=,8,0,949380366,"[{""token"": ""949"", ""logprob"": -6.6306106e-06, ""top_5_logprobs"": [{""token"": ""949"", ""logprob"": -6.6306106e-06}, {""token"": ""94"", ""logprob"": -13.384341}, {""token"": "" "", ""logprob"": -13.505174}, {""token"": ""9"", ""logprob"": -13.836656}, {""token"": ""948"", ""logprob"": -14.081481}]}, {""token"": ""380"", ""logprob"": -1.9361265e-07, ""top_5_logprobs"": [{""token"": ""380"", ""logprob"": -1.9361265e-07}, {""token"": ""379"", ""logprob"": -16.074257}, {""token"": ""381"", ""logprob"": -17.719547}, {""token"": ""38"", ""logprob"": -19.074636}, {""token"": ""3"", ""logprob"": -19.443407}]}, {""token"": ""366"", ""logprob"": -3.650519e-06, ""top_5_logprobs"": [{""token"": ""366"", ""logprob"": -3.650519e-06}, {""token"": ""365"", ""logprob"": -14.013052}, {""token"": ""466"", ""logprob"": -14.570713}, {""token"": ""266"", ""logprob"": -15.020824}, {""token"": ""367"", ""logprob"": -15.231697}]}]",195,3,"326796672+529618083=856414755,631426153+339895560=971321713,603408982+388890512=992299494,581287224+333577833=914865057,108479408+889053381=997532789,103632817+839069877=942702694,195292683+766145919=961438602,446269385+500953581=947222966",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
1235,1235,True,True,3223186,3340594,3223186+3340594=,8,0,6563780,"[{""token"": ""656"", ""logprob"": -1.6286107e-05, ""top_5_logprobs"": [{""token"": ""656"", ""logprob"": -1.6286107e-05}, {""token"": ""6"", ""logprob"": -11.19329}, {""token"": ""657"", ""logprob"": -13.434312}, {""token"": "" "", ""logprob"": -14.512353}, {""token"": ""65"", ""logprob"": -15.372357}]}, {""token"": ""378"", ""logprob"": -0.031344127, ""top_5_logprobs"": [{""token"": ""378"", ""logprob"": -0.031344127}, {""token"": ""377"", ""logprob"": -3.4788158}, {""token"": ""379"", ""logprob"": -12.399188}, {""token"": ""376"", ""logprob"": -12.777972}, {""token"": ""278"", ""logprob"": -13.736957}]}, {""token"": ""0"", ""logprob"": -1.504853e-06, ""top_5_logprobs"": [{""token"": ""0"", ""logprob"": -1.504853e-06}, {""token"": ""9"", ""logprob"": -14.499298}, {""token"": ""1"", ""logprob"": -14.829767}, {""token"": ""2"", ""logprob"": -15.519783}, {""token"": ""5"", ""logprob"": -16.438967}]}]",195,3,"2631364+5020539=7651903,3773814+6216787=9990601,1278223+7636426=8914649,1370812+8447734=9818546,4159921+4080116=8240037,2019578+3072063=5091641,1042034+5273573=6315607,2645753+3733666=6379419",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
