,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,repeat_style,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
1378,28,False,False,5746685,74617405,574#668#5+746#174#05=,12,0,1321#842#90,247,6,"5824878+45921907=51746785,4868265+29380011=34248276,3535518+74744646=78280164,5106226+98301593=103407819,6484037+99751155=106235192,3510431+57973547=61483978,2926166+70093756=73019922,4876949+31364543=36241492",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1379,29,False,False,1227763,881768096,122#776#3+881#768#096=,12,0,883#544#759,247,5,"2927602+849491601=852419203,7736384+878770775=886507159,8407389+323401954=331809343,7903957+111816995=119720952,5959928+351849124=357809052,2366439+367544656=369911095,1152097+176609908=177762005,5913057+879619947=885533004",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1380,30,False,False,28696832,1516385,286#968#32+151#638#5=,12,0,438#606#17,247,5,"65979207+7373298=73352505,66173362+9393728=75567090,94590612+5748114=100338726,65075761+1502778=66578539,65763336+2636618=68399954,47841242+6440375=54281617,49613125+8883959=58497084,88247750+2086620=90334370",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1381,31,False,False,86669258,60294542,866#692#58+602#945#42=,12,0,1469#638#00,247,6,"39815456+81051252=120866708,90673119+43208526=133881645,40223616+76946418=117170034,51094837+82559296=133654133,65556381+88048832=153605213,41246727+22714120=63960847,62569653+76246541=138816194,55471114+53217247=108688361",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1382,32,False,False,26269523,860417848,262#695#23+860#417#848=,12,0,1#123#112#871,247,7,"61605669+168904673=230510342,20555089+425668771=446223860,58527414+636733370=695260784,14576458+318562465=333138923,25479857+926352855=951832712,10529794+793928642=804458436,15887069+202986084=218873153,50896535+308701825=359598360",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1383,33,False,False,288317111,6719702,288#317#111+671#970#2=,12,0,960#287#813,247,5,"686863889+9673253=696537142,201739801+3162626=204902427,142876209+1230310=144106519,956054076+2856181=958910257,336639035+9167194=345806229,596495635+3170554=599666189,400145611+9277210=409422821,637958580+8022852=645981432",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1384,34,False,False,375974393,17570295,375#974#393+175#702#95=,12,0,551#677#488,249,5,"430913312+38332628=469245940,871062598+76153616=947216214,418326452+15077784=433404236,990683476+59264218=1049947694,377338626+72345689=449684315,152773113+25686526=178459639,403529612+63860965=467390577,801975769+30936188=832911957",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1385,35,False,False,702855193,392159457,702#855#193+392#159#457=,12,0,1#094#014#50,257,7,"314815507+847724851=1162540358,433126256+298575709=731701965,189692010+813315573=1003007583,321092015+254289604=575381619,703652689+690931793=1394584482,499100563+310026232=809126795,741855201+335770951=1077626152,764517999+246891935=1011409934",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1386,36,False,False,8293063,5579292,829#306#3+557#929#2=,12,0,138#823#65,247,5,"7818879+3026411=10845290,2841604+8962029=11803633,8997190+3033413=12030603,3295630+8621558=11917188,9548138+5658672=15206810,2272712+1413118=3685830,4200219+1181967=5382186,9608561+9867773=19476334",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1387,37,False,False,8677809,26959317,867#780#9+269#593#17=,12,0,1#137#374,247,5,"4295505+63692582=67988087,3880958+26658639=30539597,6417426+30974601=37392027,6795584+38893722=45689306,7319262+87445159=94764421,1906096+17129617=19035713,3274833+24217238=27492071,9259782+20265492=29525274",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1388,38,False,False,9709796,498497748,970#979#6+498#497#748=,12,0,469#477#714,247,5,"9889546+346257602=356147148,8862105+474037175=482899280,1883782+321295768=323179550,4408134+854335457=858743591,5170088+580820901=585990989,6204490+423356374=429560864,9979424+273284829=283264253,2632653+737068694=739701347",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1389,39,False,False,83954275,8324636,839#542#75+832#463#6=,12,0,1#672#006#1,247,7,"97611890+5176975=102788865,13119038+9141121=22260159,89696805+4165861=93862666,24935375+4873938=29809313,78595833+4949614=83545447,58276266+7270493=65546759,27399127+2098516=29497643,66380852+2620507=69001359",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1390,40,False,False,84038950,59508035,840#389#50+595#080#35=,12,0,1435#469#85,247,6,"47582646+46818027=94400673,58125531+83831145=141956676,12099735+13204910=25304645,94247049+49833915=144080964,50954840+43899331=94854171,86428986+49037565=135466551,99152099+99919851=199071950,37191303+86242071=123433374",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1391,41,False,False,47706879,737397363,477#068#79+737#397#363=,12,0,1#214#465#242,247,7,"49960721+692773758=742734479,11910709+211403119=223313828,10080664+930327986=940408650,20953391+639460056=660413447,12589516+213750693=226340209,57246658+188001613=245248271,65574097+225578515=291152612,77177070+903972113=981149183",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1392,42,False,False,975019769,8584821,975#019#769+858#482#1=,12,0,1#833#501#590,247,7,"406258280+2053741=408312021,128824779+4830299=133655078,357895157+2682205=360577362,904506393+9729352=914235745,263068082+9330108=272398190,828928935+8278144=837207079,264460126+6465797=270925923,355621456+6668203=362289659",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1393,43,False,False,764100366,12205532,764#100#366+122#055#32=,12,0,886#155#898,247,5,"593726564+18909835=612636399,562919547+68332979=631252526,788830399+51537648=840368047,482462210+48600006=531062216,640351954+34154555=674506509,154057823+70954676=225012499,114589784+22301483=136891267,771985610+10272425=782258035",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1394,44,False,False,325038684,314311216,325#038#684+314#311#216=,12,0,639#349#900,255,5,"250150544+980356672=1230507216,372582441+519499522=892081963,421821165+665321531=1087142696,941673085+327442008=1269115093,451132889+542571883=993704772,730869266+441476884=1172346150,533626970+386036619=919663589,283209045+695907785=979116830",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1395,45,False,False,3626898,8897740,362#689#8+889#774#0=,12,0,1252#463#8,247,6,"6284258+5831883=12116141,9774644+9193608=18968252,9833973+6665374=16499347,3985006+4611972=8596978,1279598+6587590=7867188,6625182+6619468=13244650,5274705+3945877=9220582,4336732+3280633=7617365",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1396,46,False,False,3654384,90928948,365#438#4+909#289#48=,12,0,1274#727#52,247,6,"9688389+24136933=33825322,4380462+16893422=21273884,9447493+51027319=60474812,6771357+16986310=23757667,3775640+16135444=19911084,8665013+83038634=91703647,1038528+42233751=43272279,5331057+20824094=26155151",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1397,47,False,False,5215841,248222037,521#584#1+248#222#037=,12,0,769#806#138,247,5,"6223182+459710629=465933811,9306677+666254631=675561308,5243360+742708319=747951679,8814134+861740433=870554567,4276503+149735518=154012021,5231562+697151797=702383359,7602029+376865715=384467744,9626461+649837759=659464220",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1398,48,False,False,83213051,3277055,832#130#51+327#705#5=,12,0,1#159#360,247,5,"32801253+2166421=34967674,28850216+3144879=31995095,90041303+9102071=99143374,92011098+6157417=98168515,11363927+2516250=13880177,52376014+8437380=60813394,11218791+7942317=19161108,20872117+1399070=22271187",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1399,49,False,False,97302597,72197177,973#025#97+721#971#77=,12,0,1695#997#74,247,6,"96435897+31112674=127548571,69176225+57044052=126220277,91100503+57060457=148160960,46939046+30389376=77328422,10609098+10123317=20732415,56455963+79987445=136443408,10837186+60321486=71158672,26757107+84654767=111411874",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1400,50,False,False,43522959,626053173,435#229#59+626#053#173=,12,0,1061#282#232,249,6,"55053204+667304136=722357340,15960054+143201872=159161926,90285233+997427621=1087712854,34202491+442318145=476520636,95484415+669005123=764489538,99641890+506520740=606162630,23385770+307782013=331167783,41935038+121018035=162953073",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1401,51,False,False,810599385,6461223,810#599#385+646#122#3=,12,0,811#245#608,247,5,"173583973+4423667=178007640,482396503+5182795=487579298,719310242+7760003=727070245,183993997+1890981=185884978,710219626+4140018=714359644,247168294+5109976=252278270,797494278+8002524=805496802,463693387+2307449=466000836",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1402,52,False,False,368321110,61308300,368#321#110+613#083#00=,12,0,981#404#110,249,5,"384738506+42996942=427735448,645992381+36579030=682571411,783410474+29159623=812570097,541116867+83360260=624477127,223134064+47699268=270833332,925623091+95431310=1021054401,245719494+98512092=344231586,428447377+77303392=505750769",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1403,53,False,False,347634465,156805150,347#634#465+156#805#150=,12,0,504#439#615,257,5,"959997800+326471959=1286469759,435348098+270640289=705988387,294911771+455785230=750697001,229733324+862338278=1092071602,802331781+295729647=1098061428,573333951+785096018=1358429969,429650486+850687590=1280338076,440557462+306918801=747476263",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1404,54,False,False,8980889,7917286,898#088#9+791#728#6=,12,0,1689#817#5,247,6,"4657764+7704933=12362697,7253435+4415056=11668491,4575519+3586826=8162345,7767730+5136336=12904066,6022110+2901757=8923867,8914318+4226593=13140911,5810870+4616520=10427390,3061462+8859695=11921157",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1405,55,False,False,3149015,51428634,314#901#5+514#286#34=,12,0,828#187#49,247,5,"8163048+63801046=71964094,8968989+50651729=59620718,4404951+96432280=100837231,3523629+41225726=44749355,4921621+53152702=58074323,7681330+99579534=107260864,7845572+62832068=70677640,9819610+93461686=103281296",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1406,56,False,False,3132772,920969091,313#277#2+920#969#091=,12,0,921#282#793,247,5,"7324034+276722468=284046502,7533251+818141344=825674595,7897075+587196907=595093982,4661331+320147561=324808892,8463030+837122928=845585958,7633018+867869458=875502476,7123520+789659026=796782546,2850836+389230629=392081465",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1407,57,False,False,15986434,1392246,159#864#34+139#224#6=,12,0,299#088#80,247,5,"43273595+8718973=51992568,58183630+8777189=66960819,58778808+1448824=60227632,13301703+3157900=16459603,80332429+7759650=88092079,64382611+5007512=69390123,24661353+7658867=32320220,81570535+1840270=83410805",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1408,58,False,False,48951570,94029536,489#515#70+940#295#36=,12,0,1429#811#06,247,6,"12652270+23134735=35787005,75876706+72873517=148750223,10706333+71960512=82666845,58111931+89945432=148057363,40295155+94657978=134953133,97768730+18602177=116370907,13996873+36366687=50363560,37544535+98607950=136152485",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1409,59,False,False,22063662,572653085,220#636#62+572#653#085=,12,0,793#289#747,247,5,"81022812+709428250=790451062,41728775+132105943=173834718,61226303+335045261=396271564,29013852+503413667=532427519,30172407+528251663=558424070,35928404+806738294=842666698,68832615+217423660=286256275,12648417+108142569=120790986",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1410,60,False,False,291062901,3723758,291#062#901+372#375#8=,12,0,293#438#709,247,5,"215951813+6176405=222128218,233331727+5691375=239023102,343689307+5850094=349539401,232905340+8234913=241140253,388347976+5424638=393772614,334642027+5160930=339802957,670258140+8163738=678421878,464279630+4918035=469197665",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1411,61,False,False,117221765,47622549,117#221#765+476#225#49=,12,0,593#447#814,247,5,"852586415+41886690=894473105,414029412+57725753=471755165,624936101+60011952=684948053,668026633+92283943=760310576,651504492+19250540=670755032,301551480+56071571=357623051,188242808+36362084=224604892,679351645+23224154=702575799",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1412,62,False,False,730626411,467731809,730#626#411+467#731#809=,12,0,1#198#358#220,253,7,"664897075+180991758=845888833,385103924+223761486=608865410,434712138+733682809=1168394947,604076159+362904240=966980399,356963548+412187844=769151392,784480245+134233200=918713445,380726395+954166843=1334893238,838737776+831815269=1670553045",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1413,63,False,False,3714885,7521962,371#488#5+752#196#2=,12,0,1#123#6847,247,6,"6118435+4530783=10649218,7948532+3603352=11551884,3135422+2429252=5564674,4061288+5696616=9757904,4159395+5036971=9196366,2763866+8661298=11425164,1709711+3782634=5492345,7799978+2613632=10413610",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1414,64,False,False,9006484,53267652,900#648#4+532#676#52=,12,0,1#433#324,247,5,"5488156+32269507=37757663,5901579+60389699=66291278,7450511+98942047=106392558,7076343+85487521=92563864,1903467+55233940=57137407,7559842+83385641=90945483,2319597+42613514=44933111,5083058+94229518=99312576",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1415,65,False,False,5222029,198699994,522#202#9+198#699#994=,12,0,720#902#903,247,5,"5565553+872630824=878196377,8392334+875174688=883567022,6168111+722097756=728265867,6777422+609152444=615929866,7203617+579873622=587077239,5358198+179640817=184999015,6124511+454497734=460622245,6128863+338130713=344259576",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1416,66,False,False,64833346,1716892,648#333#46+171#689#2=,12,0,820#022#48,247,5,"47328937+8188736=55517673,44832083+4489904=49321987,41410457+6947759=48358216,34967022+9974507=44941529,98886778+4530787=103417565,20146996+9499569=29646565,44740654+3500428=48241082,22792109+4602970=27395079",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1417,67,False,False,10226838,45688794,102#268#38+456#887#94=,12,0,559#156#32,247,5,"14156191+10637918=24794109,23601186+67529716=91130902,63204262+40333651=103537913,22115377+26714836=48830213,85969773+21372939=107342712,49097583+58259435=107357018,45174589+82583282=127757871,20219028+99166718=119385746",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1418,68,False,False,49922028,225780966,499#220#28+225#780#966=,12,0,725#001#994,247,5,"88344675+106606434=194951109,60334994+526471481=586806475,30190030+665247963=695437993,16960396+298649780=315610176,58038330+720673583=778711913,44687856+435345339=480033195,86203508+249052778=335256286,91698931+130044050=221742981",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1419,69,False,False,131742199,8562138,131#742#199+856#213#8=,12,0,987#956#397,249,5,"912971154+4864640=917835794,632562328+3827870=636390198,997562153+3662798=1001224951,303538038+5324483=308862521,687007327+1903137=688910464,393921703+4802183=398723886,930872496+3187625=934060121,510313219+2640752=512953971",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1420,70,False,False,144889651,97098489,144#889#651+970#984#89=,12,0,1#115#874#540,249,7,"333979932+69107819=403087751,987833752+20441404=1008275156,272525991+85466375=357992366,243880996+85035045=328916041,641204309+92963579=734167888,952281331+31314384=983595715,388949513+73497449=462446962,320722356+28558958=349281314",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1421,71,False,False,167544901,475350920,167#544#901+475#350#920=,12,0,642#895#821,261,5,"984925326+464489080=1449414406,473973788+872321648=1346295436,952884572+436314952=1389199524,782372305+536177424=1318549729,931709333+341103597=1272812930,454939183+530815599=985754782,831751414+274054470=1105805884,255716805+897119988=1152836793",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1422,72,False,False,9374668,6122542,937#466#8+612#254#2=,12,0,1549#720#0,247,6,"6432345+7589485=14021830,9005886+6061339=15067225,2840609+6411611=9252220,2405177+2384821=4789998,4137110+7507958=11645068,3525664+9458097=12983761,6771592+1269046=8040638,2753595+9603822=12357417",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1423,73,False,False,1973134,13007120,197#313#4+130#071#20=,12,0,327#384#24,247,5,"6449482+19988463=26437945,6369321+57723789=64093110,4243112+12053892=16297004,8124859+32266631=40391490,1032174+33911649=34943823,6572532+99682665=106255197,2911791+37228006=40139797,2207115+94529484=96736599",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1424,74,False,False,9360347,717451560,936#034#7+717#451#560=,12,0,1#653#486,247,5,"8380387+588508879=596889266,1841481+377510719=379352200,2271726+643295240=645566966,9986210+546142409=556128619,8530731+923221615=931752346,1477492+331694519=333172011,1350125+621763240=623113365,7069999+884954206=892024205",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1425,75,False,False,28505409,2617207,285#054#09+261#720#7=,12,0,546#774#16,247,5,"81965287+2067802=84033089,26886243+1778840=28665083,52132058+2662466=54794524,60304691+5769774=66074465,40350155+1888379=42238534,67616040+4775745=72391785,81852198+6162128=88014326,27819177+8301391=36120568",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1426,76,False,False,21598838,85133526,215#988#38+851#335#26=,12,0,1067#323#64,247,6,"53155241+86572630=139727871,49832185+81726918=131559103,25925017+70668553=96593570,24647502+32667157=57314659,81413345+10816633=92229978,95584048+84428973=180013021,88094799+87999033=176093832,71425609+68002799=139428408",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1427,77,False,False,83901777,962169873,839#017#77+962#169#873=,12,0,1#801#187#950,247,7,"62786868+187496659=250283527,53619132+395804401=449423533,20032639+277896860=297929499,18414889+258284564=276699453,91442793+534586689=626029482,37182405+174747575=211929980,31224596+656231308=687455904,64978718+591892234=656870952",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1428,78,False,False,311491260,3425934,311#491#260+342#593#4=,12,0,654#084#664,249,5,"935148312+6219404=941367716,570167872+7040923=577208795,642767082+5691577=648458659,230145945+7589119=237735064,257423751+2208916=259632667,826306863+5303914=831610777,994013364+6699303=1000712667,686484863+3012688=689497551",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1429,79,False,False,986793495,54021090,986#793#495+540#210#90=,12,0,1#527#004#585,247,7,"512662343+45160863=557823206,387139862+57375840=444515702,698522957+74089992=772612949,199832324+35161428=234993752,467697922+57308469=525006391,593470568+10017583=603488151,323788628+64878980=388667608,554489514+36601219=591090733",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1430,80,False,False,494414977,632215798,494#414#977+632#215#798=,12,0,1126#630#775,255,6,"804285207+711775939=1516061146,675888942+453072235=1128961177,264579743+676209256=940788999,118174280+550446414=668620694,828128673+252742113=1080870786,501795259+282415327=784210586,186268993+105908054=292177047,460730057+876116125=1336846182",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1431,81,False,False,1677324,7514842,167#732#4+751#484#2=,12,0,919#216#6,247,5,"9170552+5847975=15018527,7380855+5717571=13098426,5593505+7572663=13166168,7475272+8730913=16206185,4743201+5450288=10193489,2735912+1459729=4195641,3515225+1269769=4784994,3365346+7490606=10855952",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1432,82,False,False,8842593,12036159,884#259#3+120#361#59=,12,0,004#621#62,247,5,"8882383+33580510=42462893,1240203+81880230=83120433,7919477+27552534=35472011,6637809+50912839=57550648,7510300+14915065=22425365,5020224+40715670=45735894,2482537+38944057=41426594,5358994+28687651=34046645",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1433,83,False,False,8202333,472019863,820#233#3+472#019#863=,12,0,292#253#226,247,5,"7641455+319064823=326706278,6503488+588839652=595343140,4691341+196652329=201343670,7527365+486421141=493948506,5747015+428145012=433892027,5210453+943067255=948277708,4046360+623249448=627295808,9551199+952860030=962411229",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1434,84,False,False,45909767,8780671,459#097#67+878#067#1=,12,0,1#337#164,247,5,"68252673+4653217=72905890,39846021+6475304=46321325,56826450+1726740=58553190,30016410+5183658=35200068,19025966+8104169=27130135,24482765+2186233=26668998,86204256+8548245=94752501,94828821+7208829=102037650",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1435,85,False,False,40185932,43182335,401#859#32+431#823#35=,12,0,833#682#67,247,5,"35939482+92138969=128078451,13169018+54222511=67391529,47719387+20449208=68168595,19229334+57721338=76950672,85808755+77557454=163366209,68211465+96430746=164642211,25849192+28143246=53992438,40161733+75426091=115587824",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1436,86,False,False,96811155,407867638,968#111#55+407#867#638=,12,0,1#375#979#693,247,7,"23868770+357531309=381400079,24785425+326748798=351534223,47704409+185482751=233187160,40422673+371534377=411957050,18030370+642909390=660939760,47853038+521006624=568859662,31874950+263525377=295400327,14701796+860206732=874908528",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1437,87,False,False,592955730,7719228,592#955#730+771#922#8=,12,0,800#878#958,247,5,"378338114+8429893=386768007,308453952+7078476=315532428,368026821+1997435=370024256,585694952+5808067=591503019,492001559+6644008=498645567,347112034+7096129=354208163,117534441+8363760=125898201,708793364+4786498=713579862",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1438,88,False,False,596780670,95328802,596#780#670+953#288#02=,12,0,550#068#672,247,5,"828647029+92355008=921002037,486790710+12412170=499202880,332134013+57338390=389472403,641382327+92789912=734172239,284836072+41326047=326162119,777935941+23420091=801356032,705783674+91395906=797179580,256210808+87242121=343452929",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1439,89,False,False,752752744,328244045,752#752#744+328#244#045=,12,0,1#080#996#789,255,7,"139444578+603429774=742874352,548023229+864992027=1413015256,560260035+355114613=915374648,571593616+185862786=757456402,886141671+256013084=1142154755,957932887+202581471=1160514358,950605294+923999141=1874604435,724662583+193553360=918215943",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_l2r,hashtag_l2r,,0,0,8,0,1
1440,0,False,False,2307350,6058422,2$307$350+6$058$422=,12,0,8$365$772,58,5,1883859+3177908=5061767,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1441,1,False,False,7778640,14016227,7$778$640+14$016$227=,12,0,21$794$867,58,5,6157348+19398045=25555393,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1442,2,False,False,9482500,964332763,9$482$500+964$332$763=,12,0,973$815$263,58,5,3081494+308527232=311608726,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1443,3,False,False,51629751,1711633,51$629$751+1$711$633=,12,0,53$341$384,58,5,97426154+1969350=99395504,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1444,4,False,False,57713793,81530413,57$713$793+81$530$413=,12,0,139$244$206,58,5,92371500+72839049=165210549,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1445,5,False,False,10841276,608537036,10$841$276+608$537$036=,12,0,619$378$312,58,5,67428907+164641795=232070702,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1446,6,False,False,201260781,7489051,201$260$781+7$489$051=,12,0,208$749$832,58,5,170208648+1856445=172065093,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1447,7,False,False,580528087,15255626,580$528$087+15$255$626=,12,0,595$783$713,58,5,412503372+78551156=491054528,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1448,8,False,False,391577960,272373856,391$577$960+272$373$856=,12,0,663$951$816,60,5,329309516+949576714=1278886230,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1449,9,False,False,5807401,2374360,5$807$401+2$374$360=,12,0,8$181$761,58,5,3459116+9779543=13238659,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1450,10,False,False,3735601,78222315,3$735$601+78$222$315=,12,0,81$957$916,58,5,8625231+47615144=56240375,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1451,11,False,False,6612747,566641845,6$612$747+566$641$845=,12,0,573$254$592,58,5,6355373+715618011=721973384,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1452,12,False,False,42267863,8567869,42$267$863+8$567$869=,12,0,50$835$732,58,5,81825437+2779456=84604893,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1453,13,False,False,47695019,29774166,47$695$019+29$774$166=,12,0,77$469$185,58,5,55309205+97600455=152909660,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
1454,14,False,False,18614706,518722247,18$614$706+518$722$247=,12,0,537$336$953,58,5,61417760+339607145=401024905,gpt-3.5-turbo-0301,You are a helpful assistant.,dollar_r2l,dollar_r2l,,0,0,1,0,1
