,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
2947,67,False,False,10226838,45688794,102 268 38+456 887 94=,12,0,559 156 32,167,5,"69171050+31494351=100665401,11339662+71570697=82910359,74681600+71851756=146533356,75120658+32122994=107243652",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2948,68,False,False,49922028,225780966,499 220 28+225 780 966=,12,0,725 001 994,167,5,"88439031+591100591=679539622,24754437+706429018=731183455,69635860+466558692=536194552,80782593+417139524=497922117",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2949,69,False,False,131742199,8562138,131 742 199+856 213 8=,12,0,987 163 837,167,5,"663290078+1607938=664898016,648616808+4704115=653320923,214669675+4460116=219129791,800489640+4930345=805419985",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2950,70,False,False,144889651,97098489,144 889 651+970 984 89=,12,0,1 115 888 540,167,7,"442681339+51156209=493837548,891321577+27324017=918645594,159769725+44703461=204473186,409076347+57396659=466473006",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2951,71,False,False,167544901,475350920,167 544 901+475 350 920=,12,0,642 895 821,171,5,"429170032+156586544=585756576,741096765+627396294=1368493059,176438491+270449484=446887975,395717541+621763534=1017481075",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2952,72,False,False,9374668,6122542,937 466 8+612 254 2=,12,0,154 372 10,167,5,"3212667+4147391=7360058,7473273+8936637=16409910,9212175+1293633=10505808,5495585+4992310=10487895",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2953,73,False,False,1973134,13007120,197 313 4+130 071 20=,12,0,210 320 34,167,5,"1779702+72106388=73886090,3089586+15208345=18297931,3915283+93401155=97316438,2397783+46900122=49297905",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2954,74,False,False,9360347,717451560,936 034 7+717 451 560=,12,0,1 653 486 ,167,6,"9610905+611339178=620950083,7686006+113879523=121565529,1193689+707498343=708692032,2090288+932547996=934638284",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2955,75,False,False,28505409,2617207,285 054 09+261 720 7=,12,0,546 774 16,167,5,"99345182+6571754=105916936,91965103+3036207=95001310,31174312+3986514=35160826,89557242+2612819=92170061",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2956,76,False,False,21598838,85133526,215 988 38+851 335 26=,12,0,1 067 233 64,167,7,"14403606+40864577=55268183,95913147+59723328=155636475,64204070+39417551=103621621,18088543+88852696=106941239",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2957,77,False,False,83901777,962169873,839 017 77+962 169 873=,12,0,1 801 187 650,167,7,"11427754+213320992=224748746,22442956+165284501=187727457,92172383+604045265=696217648,48410100+796454005=844864105",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2958,78,False,False,311491260,3425934,311 491 260+342 593 4=,12,0,654 084 694,167,5,"752322854+3638091=755960945,861851657+3801709=865653366,156735751+7069473=163805224,226735525+9673523=236409048",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2959,79,False,False,986793495,54021090,986 793 495+540 210 90=,12,0,1 527 004 585,167,7,"280863410+19383878=300247288,181654725+60901895=242556620,644888286+95473255=740361541,919499685+35193721=954693406",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2960,80,False,False,494414977,632215798,494 414 977+632 215 798=,12,0,1 126 630 775,173,7,"309059058+189970371=499029429,946926418+229370089=1176296507,430753560+965535416=1396288976,921340901+988399158=1909740059",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2961,81,False,False,1677324,7514842,167 732 4+751 484 2=,12,0,919 216 6,167,5,"9873286+6188478=16061764,9275110+4829167=14104277,6449651+7180633=13630284,5764391+8553625=14318016",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2962,82,False,False,8842593,12036159,884 259 3+120 361 59=,12,0,1 004 620 12,167,7,"9411097+59991212=69402309,8114218+48967670=57081888,6286780+75839730=82126510,1964908+43583276=45548184",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2963,83,False,False,8202333,472019863,820 233 3+472 019 863=,12,0,472 840 226,167,5,"9864511+578651057=588515568,8084738+254712511=262797249,9759976+711243193=721003169,4632097+504148274=508780371",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2964,84,False,False,45909767,8780671,459 097 67+878 067 1=,12,0,1 337 164,167,5,"70433017+1292523=71725540,23235764+3836079=27071843,42950923+6050672=49001595,86541901+4562465=91104366",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2965,85,False,False,40185932,43182335,401 859 32+431 823 35=,12,0,833 682 67,167,5,"50122486+89298568=139421054,49692338+26256046=75948384,57128541+66205592=123334133,20163272+93516243=113679515",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2966,86,False,False,96811155,407867638,968 111 55+407 867 638=,12,0,1 376 979 693,167,7,"99780736+872651653=972432389,79996094+229844698=309840792,74703973+600191131=674895104,99744381+837914519=937658900",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2967,87,False,False,592955730,7719228,592 955 730+771 922 8=,12,0,593 727 958,167,5,"298047402+3448344=301495746,169308373+3590494=172898867,405843306+1221070=407064376,138606528+6299865=144906393",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2968,88,False,False,596780670,95328802,596 780 670+953 288 02=,12,0,1 549 109 672,169,7,"981682275+81513649=1063195924,903980822+80306922=984287744,163875355+58058167=221933522,447525621+83668983=531194604",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2969,89,False,False,752752744,328244045,752 752 744+328 244 045=,12,0,1 080 996 789,173,7,"628487596+950618085=1579105681,231918991+386902052=618821043,556076965+483733324=1039810289,639105026+524038268=1163143294",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,4,0,1
2970,0,False,False,2307350,6058422,230 735 0+605 842 2=,12,0,836 577 2,275,5,"9805941+7787386=17593327,4172837+9471748=13644585,6365153+4979507=11344660,2160091+3596545=5756636,3832323+1473442=5305765,6067276+4879448=10946724,3181960+9392618=12574578,9093704+5171832=14265536",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2971,1,False,False,7778640,14016227,777 864 0+140 162 27=,12,0,918 026 27,275,5,"9016644+69488785=78505429,3407927+18301543=21709470,6956535+93940066=100896601,7070014+25118920=32188934,2244401+90133323=92377724,7501068+15113819=22614887,9002552+84890624=93893176,9124283+57624662=66748945",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2972,2,False,False,9482500,964332763,948 250 0+964 332 763=,12,0,1 912 582 763,275,7,"6184255+244719293=250903548,2763083+507772952=510536035,8155716+294099270=302254986,1280758+140420762=141701520,6396829+634314169=640710998,6833714+500894708=507728422,3614379+808384371=811998750,3200928+470243697=473444625",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2973,3,False,False,51629751,1711633,516 297 51+171 163 3=,12,0,687 460 84,275,5,"27081927+2379283=29461210,10899665+9931198=20830863,43099803+4042683=47142486,87261295+4853941=92115236,62254815+1625816=63880631,47867462+3792187=51659649,35522630+6436783=41959413,84502825+3364549=87867374",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2974,4,False,False,57713793,81530413,577 137 93+815 304 13=,12,0,1 392 442 06,275,7,"33903668+58287029=92190697,84355408+33263821=117619229,13796013+50186096=63982109,19101512+52093960=71195472,29209091+43288188=72497279,84552530+66479029=151031559,17625228+15625806=33251034,34053010+34708581=68761591",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2975,5,False,False,10841276,608537036,108 412 76+608 537 036=,12,0,716 949 112,275,5,"47993119+448896795=496889914,35708204+592567505=628275709,11856994+838995343=850852337,62884399+641449013=704333412,91747083+370829694=462576777,45200866+264154452=309355318,89567768+353630617=443198385,42368129+390339673=432707802",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2976,6,False,False,201260781,7489051,201 260 781+748 905 1=,12,0,950 165 962,275,5,"219834111+8386054=228220165,787773550+6755319=794528869,497718189+4608091=502326280,561103059+4669143=565772202,814602265+5067805=819670070,918713430+2219769=920933199,419561869+1211317=420773186,531195083+5812228=537007311",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2977,7,False,False,580528087,15255626,580 528 087+152 556 26=,12,0,733 084 113,275,5,"316467507+20557824=337025331,301742075+40038024=341780099,300811271+66442994=367254265,440249440+77723135=517972575,776529872+38254523=814784395,139112211+20571963=159684174,152380941+38043288=190424229,381419805+43442360=424862165",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2978,8,False,False,391577960,272373856,391 577 960+272 373 856=,12,0,663 951 816,285,5,"149608985+140652298=290261283,737787398+106504256=844291654,592630659+108854898=701485557,266200278+909153333=1175353611,604401799+628431955=1232833754,904698549+975833607=1880532156,265722132+768084350=1033806482,788491822+869711778=1658203600",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2979,9,False,False,5807401,2374360,580 740 1+237 436 0=,12,0,818 176 1,275,5,"6644240+7925381=14569621,8872033+6217273=15089306,7493309+9805236=17298545,1627640+8037022=9664662,7945970+9075729=17021699,4253469+3738386=7991855,2034949+6745960=8780909,2183055+7941076=10124131",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2980,10,False,False,3735601,78222315,373 560 1+782 223 15=,12,0,1 155 783 16,275,7,"8786830+61722330=70509160,8386309+69468238=77854547,6564336+61258496=67822832,3617880+24340612=27958492,2682215+90303967=92986182,5714645+39525808=45240453,6830345+66473572=73303917,6547859+23840669=30388528",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2981,11,False,False,6612747,566641845,661 274 7+566 641 845=,12,0,1 227 916 592,275,7,"6376585+949309476=955686061,1580299+272613614=274193913,3939266+966504252=970443518,7649146+970337803=977986949,4115722+412249635=416365357,6950188+269904082=276854270,1957345+224131383=226088728,2513449+246288503=248801952",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2982,12,False,False,42267863,8567869,422 678 63+856 786 9=,12,0,1 279 465 2,275,7,"96762806+1119205=97882011,75139937+1076316=76216253,87616735+4677707=92294442,40598742+7642429=48241171,54142110+8510103=62652213,96459644+9130755=105590399,40303734+6863739=47167473,75234728+4077043=79311771",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2983,13,False,False,47695019,29774166,476 950 19+297 741 66=,12,0,774 691 85,275,5,"22145111+11385031=33530142,53811389+86406773=140218162,44227364+88934567=133161931,47357877+56421354=103779231,70469241+30904577=101373818,94087000+95440152=189527152,81506820+57054695=138561515,10353972+61404736=71758708",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2984,14,False,False,18614706,518722247,186 147 06+518 722 247=,12,0,704 869 253,279,5,"59088744+724354993=783443737,65307206+984616001=1049923207,71318153+264779364=336097517,89220244+182196375=271416619,58900352+964581206=1023481558,23245608+701663042=724908650,65958628+327312022=393270650,81087815+607080914=688168729",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2985,15,False,False,306492243,5719768,306 492 243+571 976 8=,12,0,878 469 131,275,5,"551538110+2501319=554039429,729730850+3760193=733491043,719764643+9178526=728943169,750294181+9505878=759800059,604962625+5846159=610808784,186863052+7453164=194316216,828234837+2836430=831071267,947867974+5201504=953069478",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2986,16,False,False,808630085,27532599,808 630 085+275 325 99=,12,0,1 083 956 584,277,7,"235192456+42566771=277759227,347590361+66163616=413753977,903544837+20609426=924154263,957109023+74772779=1031881802,562914712+60855874=623770586,539398378+77731007=617129385,133560758+16348497=149909255,892349040+37375347=929724387",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2987,17,False,False,430298470,694067915,430 298 470+694 067 915=,12,0,1 124 366 385,285,7,"824949374+347076675=1172026049,313950886+525093146=839044032,648741007+913694333=1562435340,643663826+305207682=948871508,822478693+994920963=1817399656,691750374+918182430=1609932804,470933704+867216866=1338150570,474682264+275066585=749748849",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2988,18,False,False,7169254,6322530,716 925 4+632 253 0=,12,0,134 117 94,275,5,"4144878+6844930=10989808,2249746+8825456=11075202,7455403+7165138=14620541,2663927+4069352=6733279,5891069+5261060=11152129,3805629+3591134=7396763,8789898+5604754=14394652,2615365+2333969=4949334",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2989,19,False,False,8572387,76470457,857 238 7+764 704 57=,12,0,1 621 943 14,275,7,"9170120+13683513=22853633,1589570+53399526=54989096,6071010+24876489=30947499,9490086+25081326=34571412,6455873+18623674=25079547,1768542+73759445=75527987,7945867+83319426=91265293,3902774+43867899=47770673",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2990,20,False,False,4304231,377004109,430 423 1+377 004 109=,12,0,807 427 420,275,5,"3318617+778542396=781861013,6782504+653242039=660024543,7437215+695029567=702466782,6849768+615085982=621935750,4036945+166536034=170572979,4806371+563377888=568184259,1532420+551835560=553367980,4513634+723224180=727737814",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2991,21,False,False,92387097,3019679,923 870 97+301 967 9=,12,0,1 225 838 06,275,7,"70789476+4484236=75273712,83209270+8393137=91602407,14017127+1912828=15929955,17163418+4521685=21685103,81326723+9586057=90912780,91527055+6198162=97725217,63415213+9106336=72521549,20753810+2240987=22994797",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2992,22,False,False,35295736,81720003,352 957 36+817 200 03=,12,0,1 170 157 39,275,7,"64641987+96317442=160959429,14583700+49050093=63633793,92425848+56070923=148496771,82750402+20818591=103568993,58179006+11719632=69898638,42658722+79616290=122275012,10899050+17385783=28284833,97083852+21685559=118769411",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2993,23,False,False,31569348,923325852,315 693 48+923 325 852=,12,0,1 238 019 900,277,7,"54285510+265243276=319528786,45805180+845371646=891176826,50799324+807724692=858524016,99436969+923640677=1023077646,94094631+379590123=473684754,24908961+570079098=594988059,97827060+257179736=355006796,40175573+142020360=182195933",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2994,24,False,False,851153427,4266518,851 153 427+426 651 8=,12,0,1 277 805 245,275,7,"832943882+2407684=835351566,269908102+6666562=276574664,504276920+8217719=512494639,189817156+6426448=196243604,892517525+7578096=900095621,249679742+9477799=259157541,946780784+7431032=954211816,498438832+1003534=499442366",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2995,25,False,False,910436316,79313778,910 436 316+793 137 78=,12,0,1 703 574 394,277,7,"267609430+91195575=358805005,126193162+24043987=150237149,618178841+27373941=645552782,504081674+22064610=526146284,959292505+89852659=1049145164,655612207+77424689=733036896,663504235+29007776=692512011,572933765+37320837=610254602",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2996,26,False,False,439288219,390148286,439 288 219+390 148 286=,12,0,829 436 505,289,5,"850891682+818775493=1669667175,871679549+552525610=1424205159,577444593+672422833=1249867426,998505542+206233059=1204738601,743318203+681735609=1425053812,590821710+661014995=1251836705,207982634+353411457=561394091,763356681+985723128=1749079809",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2997,27,False,False,7859788,7979386,785 978 8+797 938 6=,12,0,1 583 917 4,275,7,"4948832+5028977=9977809,6833555+8463743=15297298,8880922+8300099=17181021,4195263+9674667=13869930,7508270+2841301=10349571,9978662+4852835=14831497,9811306+9957143=19768449,5053972+1535152=6589124",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2998,28,False,False,5746685,74617405,574 668 5+746 174 05=,12,0,1 320 840 90,275,7,"5824878+45921907=51746785,4868265+29380011=34248276,3535518+74744646=78280164,5106226+98301593=103407819,6484037+99751155=106235192,3510431+57973547=61483978,2926166+70093756=73019922,4876949+31364543=36241492",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
2999,29,False,False,1227763,881768096,122 776 3+881 768 096=,12,0,1 004 544 159,275,7,"2927602+849491601=852419203,7736384+878770775=886507159,8407389+323401954=331809343,7903957+111816995=119720952,5959928+351849124=357809052,2366439+367544656=369911095,1152097+176609908=177762005,5913057+879619947=885533004",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3000,30,False,False,28696832,1516385,286 968 32+151 638 5=,12,0,438 606 37,275,5,"65979207+7373298=73352505,66173362+9393728=75567090,94590612+5748114=100338726,65075761+1502778=66578539,65763336+2636618=68399954,47841242+6440375=54281617,49613125+8883959=58497084,88247750+2086620=90334370",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3001,31,False,False,86669258,60294542,866 692 58+602 945 42=,12,0,1 469 638 00,275,7,"39815456+81051252=120866708,90673119+43208526=133881645,40223616+76946418=117170034,51094837+82559296=133654133,65556381+88048832=153605213,41246727+22714120=63960847,62569653+76246541=138816194,55471114+53217247=108688361",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3002,32,False,False,26269523,860417848,262 695 23+860 417 848=,12,0,1 123 113 871,275,7,"61605669+168904673=230510342,20555089+425668771=446223860,58527414+636733370=695260784,14576458+318562465=333138923,25479857+926352855=951832712,10529794+793928642=804458436,15887069+202986084=218873153,50896535+308701825=359598360",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3003,33,False,False,288317111,6719702,288 317 111+671 970 2=,12,0,960 287 813,275,5,"686863889+9673253=696537142,201739801+3162626=204902427,142876209+1230310=144106519,956054076+2856181=958910257,336639035+9167194=345806229,596495635+3170554=599666189,400145611+9277210=409422821,637958580+8022852=645981432",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3004,34,False,False,375974393,17570295,375 974 393+175 702 95=,12,0,551 677 488,277,5,"430913312+38332628=469245940,871062598+76153616=947216214,418326452+15077784=433404236,990683476+59264218=1049947694,377338626+72345689=449684315,152773113+25686526=178459639,403529612+63860965=467390577,801975769+30936188=832911957",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3005,35,False,False,702855193,392159457,702 855 193+392 159 457=,12,0,1 094 014 650,285,7,"314815507+847724851=1162540358,433126256+298575709=731701965,189692010+813315573=1003007583,321092015+254289604=575381619,703652689+690931793=1394584482,499100563+310026232=809126795,741855201+335770951=1077626152,764517999+246891935=1011409934",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3006,36,False,False,8293063,5579292,829 306 3+557 929 2=,12,0,1 387 235,275,5,"7818879+3026411=10845290,2841604+8962029=11803633,8997190+3033413=12030603,3295630+8621558=11917188,9548138+5658672=15206810,2272712+1413118=3685830,4200219+1181967=5382186,9608561+9867773=19476334",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3007,37,False,False,8677809,26959317,867 780 9+269 593 17=,12,0,1 137 374 26,275,7,"4295505+63692582=67988087,3880958+26658639=30539597,6417426+30974601=37392027,6795584+38893722=45689306,7319262+87445159=94764421,1906096+17129617=19035713,3274833+24217238=27492071,9259782+20265492=29525274",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3008,38,False,False,9709796,498497748,970 979 6+498 497 748=,12,0,1 469 477 694,275,7,"9889546+346257602=356147148,8862105+474037175=482899280,1883782+321295768=323179550,4408134+854335457=858743591,5170088+580820901=585990989,6204490+423356374=429560864,9979424+273284829=283264253,2632653+737068694=739701347",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3009,39,False,False,83954275,8324636,839 542 75+832 463 6=,12,0,1 672 006 11,275,7,"97611890+5176975=102788865,13119038+9141121=22260159,89696805+4165861=93862666,24935375+4873938=29809313,78595833+4949614=83545447,58276266+7270493=65546759,27399127+2098516=29497643,66380852+2620507=69001359",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3010,40,False,False,84038950,59508035,840 389 50+595 080 35=,12,0,1 435 469 85,275,7,"47582646+46818027=94400673,58125531+83831145=141956676,12099735+13204910=25304645,94247049+49833915=144080964,50954840+43899331=94854171,86428986+49037565=135466551,99152099+99919851=199071950,37191303+86242071=123433374",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3011,41,False,False,47706879,737397363,477 068 79+737 397 363=,12,0,1 214 466 42,275,7,"49960721+692773758=742734479,11910709+211403119=223313828,10080664+930327986=940408650,20953391+639460056=660413447,12589516+213750693=226340209,57246658+188001613=245248271,65574097+225578515=291152612,77177070+903972113=981149183",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3012,42,False,False,975019769,8584821,975 019 769+858 482 1=,12,0,1 833 501 930,275,7,"406258280+2053741=408312021,128824779+4830299=133655078,357895157+2682205=360577362,904506393+9729352=914235745,263068082+9330108=272398190,828928935+8278144=837207079,264460126+6465797=270925923,355621456+6668203=362289659",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3013,43,False,False,764100366,12205532,764 100 366+122 055 32=,12,0,876 305 898,275,5,"593726564+18909835=612636399,562919547+68332979=631252526,788830399+51537648=840368047,482462210+48600006=531062216,640351954+34154555=674506509,154057823+70954676=225012499,114589784+22301483=136891267,771985610+10272425=782258035",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
